2015	128.2490	82.9025
2015	128.2516	82.8894
2015	128.2542	82.8738
2015	128.2568	82.8554
2015	128.2594	82.8346
2015	128.2620	82.8112
2015	128.2647	82.7852
2015	128.2673	82.7570
2015	128.2699	82.7261
2015	128.2725	82.6921
2015	128.2751	82.6559
2015	128.2778	82.6173
2015	128.2804	82.5764
2015	128.2830	82.5330
2015	128.2855	82.4887
2015	128.2880	82.4425
2015	128.2905	82.3935
2015	128.2930	82.3426
2015	128.2955	82.2896
2015	128.2980	82.2360
2015	128.3003	82.1814
2015	128.3027	82.1251
2015	128.3051	82.0654
2015	128.3075	82.0049
2015	128.3099	81.9415
2015	128.3123	81.8767
2015	128.3147	81.8110
2015	128.3171	81.7430
2015	128.3194	81.6735
2015	128.3218	81.6022
2015	128.3242	81.5287
2015	128.3362	81.1278
2015	128.3384	81.0505
2015	128.3405	80.9725
2015	128.3427	80.8932
