2013	93.3613	91.8808
2013	93.3652	91.7158
2013	93.3690	91.5453
2013	93.3729	91.3690
2013	93.3769	91.1861
2013	93.3809	90.9975
2013	93.3849	90.8038
2013	93.3890	90.6021
2013	93.3931	90.3947
2013	93.3973	90.1829
2013	93.4015	89.9630
2013	93.4058	89.7351
2013	93.4102	89.4997
2013	93.4146	89.2568
2013	93.4192	89.0044
2013	93.4238	88.7432
2013	93.4286	88.4725
2013	93.4371	87.9761
2013	93.4422	87.6737
2013	93.4476	87.3521
2013	93.4532	87.0195
2013	93.4586	86.6904
2013	93.4637	86.3751
2013	93.4686	86.0721
2013	93.4734	85.7799
2013	93.4780	85.4937
2013	93.4825	85.2131
2013	93.4869	84.9399
2013	93.4911	84.6743
2013	93.4953	84.4129
2013	93.4994	84.1565
2013	93.5034	83.9047
2013	93.5071	83.6712
2013	93.5106	83.4548
2013	93.5140	83.2416
2013	93.5174	83.0312
2013	93.5208	82.8235
2013	93.5277	82.3953
2013	93.5310	82.1964
2013	93.5342	81.9991
2013	93.5375	81.8035
2013	93.5407	81.6110
2013	93.5438	81.4210
2013	93.5470	81.2335
2013	93.5501	81.0487
2013	93.5532	80.8651
2013	93.5563	80.6848
2013	93.5594	80.5066
2013	93.5625	80.3306
2013	93.5655	80.1573
2013	93.5685	79.9862
2013	93.5716	79.8180
2013	93.5746	79.6514
2013	93.5775	79.4877
2013	93.5805	79.3264
2013	93.5835	79.1675
2013	93.5864	79.0116
2013	93.5930	78.6690
2013	93.5958	78.5292
2013	93.5983	78.4004
2013	93.6009	78.2731
2013	93.6034	78.1480
2013	93.6060	78.0239
2013	93.6085	77.9020
2013	93.6111	77.7813
2013	93.6136	77.6628
2013	93.6162	77.5460
2013	93.6187	77.4310
2013	93.6213	77.3183
2013	93.6238	77.2084
2013	93.6263	77.1003
2013	93.6288	76.9940
2013	93.6313	76.8891
2013	93.6338	76.7866
2013	93.6363	76.6856
2013	93.6389	76.5870
2013	93.6414	76.4903
2013	93.6475	76.2610
2013	93.6501	76.1709
2013	93.6526	76.0834
2013	93.6551	75.9983
2013	93.6575	75.9165
2013	93.6600	75.8360
2013	93.6625	75.7577
2013	93.6650	75.6818
2013	93.6675	75.6081
2013	93.6700	75.5363
2013	93.6724	75.4669
2013	93.6749	75.3998
2013	93.6774	75.3347
2013	93.6799	75.2720
2013	93.6824	75.2117
2013	93.6848	75.1534
2013	93.6873	75.0976
2013	93.6898	75.0441
2013	93.6923	74.9930
2013	93.6948	74.9442
2013	93.7009	74.8331
2013	93.7034	74.7926
2013	93.7059	74.7544
2013	93.7082	74.7201
2013	93.7105	74.6896
2013	93.7128	74.6609
2013	93.7150	74.6342
2013	93.7173	74.6097
2013	93.7196	74.5871
2013	93.7218	74.5667
2013	93.7241	74.5482
2013	93.7263	74.5319
2013	93.7286	74.5175
2013	93.7309	74.5052
2013	93.7331	74.4950
2013	93.7354	74.4869
2013	93.7377	74.4808
2013	93.7399	74.4768
